K_Mz,e0,e_final,e_peak,e_reduction,settle_s,max_Mz,brake_energy,sat_fraction,util_peak,mz_flips,max_cmd
1000.0,0.21000430533454856,0.25511245446480174,0.2530890333864086,-0.04510814913025318,,257.5380664105319,0.15798177872444236,0.0,0.9800564079188426,0,0.06131858724060284
2000.0,0.21000430533454856,0.21227770295070458,0.2524362080073154,-0.0022733976161560254,,441.6290094985994,0.2742659600519427,0.0,0.9800564079188426,0,0.10514976416633319
4000.0,0.21000430533454856,0.1690295777556345,0.25115772060603886,0.040974727578914044,,725.7568751279548,0.4529569953958551,0.0,0.9800564079188426,0,0.1727992559828464
8000.0,0.21000430533454856,0.11766206538694057,0.24926090525886335,0.09234223994760798,,1047.602953010172,0.6393781808687721,0.0,0.9800564079188426,0,0.2494292745262315
12000.0,0.21000430533454856,0.08954060724950769,0.24740249988476043,0.12046369808504087,,1515.3149692583688,0.7375514625903028,0.0,0.9800564079188426,0,0.36078927839484976
